chr	start.x	end.x	X	start.y	end.y
chr2	25161323	25161822	22150	25160955	25162159
chr1	182394123	182394622	3219	182393002	182396893
chr15	58526569	58527068	14320	58514645	58527899
chr16	25698956	25699455	15738	25697888	25700725
chr6	119340057	119340556	36367	119339215	119341943
chrX	68666514	68667013	43497	68665681	68667924
chr17	50541933	50542432	18204	50541625	50542608
chr9	90808864	90809363	41732	90808110	90810432
chr22	39287051	39287550	27755	39279184	39310963
chr1	156502702	156503201	2725	156501997	156509898
chrX	23773147	23773646	43099	23772285	23774399
chr1	47237524	47238023	1361	47232907	47244243
chr7	5677902	5678896	37450	5677149	5685909
chr6	71324099	71324598	35985	71323660	71325773
chr1	201025817	201026316	3414	201024114	201032725
chr15	32834100	32834599	13870	32834471	32834907
chr15	58517076	58517575	14320	58514645	58527899
chr9	121071878	121072377	42184	121071001	121073646
chr1	201026729	201027228	3414	201024114	201032725
chr19	40433748	40434247	21249	40432511	40435156
chr10	44964200	44964699	5307	44962429	44971402
chr7	73581964	73582463	38208	73579659	73584237
chr8	52467097	52467596	40024	52467503	52467713
chr17	19876518	19877017	17473	19872875	19879116
chr22	30609244	30609743	27472	30608272	30610325
chr1	186849310	186849809	3315	186840619	186852688
chr2	46569188	46569687	22596	46564906	46572887
chr11	125072397	125072896	8849	125067758	125076178
chr19	51461581	51462080	21754	51459396	51463677
chr16	31253635	31254134	15954	31252868	31255235
chr10	71359303	71359802	5669	71346830	71382579
chrX	49039734	49040233	43368	49038403	49040962
chr9	134059975	134060474	42655	134059080	134061192
chr12	29153204	29153703	9652	29150986	29167567
chr7	12573125	12573624	37543	12573300	12573709
chr15	40902478	40902977	13989	40901710	40904199
chr17	81967751	81968250	19084	81966335	81968759
chr16	23959471	23959970	15722	23959247	23959638
chr16	23959471	23959970	15723	23959840	23960150
chr8	47526378	47526877	39989	47521865	47528130
chr15	85331088	85331587	14983	85328003	85332162
chr19	48967415	48967914	21635	48967782	48971026
chr18	50830472	50830971	19702	50828993	50834387
chr22	26610418	26610917	27372	26609807	26611387
chr16	50683870	50684369	16051	50683486	50686661
chr3	138915391	138915890	29791	138915195	138916380
chr16	88681692	88682191	16771	88680621	88684919
chr1	58898890	58899389	1492	58894062	58900909
chr8	11902177	11902676	39415	11901083	11903602
chr5	178241255	178241754	34482	178239813	178242826
chr21	45590342	45590841	27166	45590044	45590567
chr1	168228791	168229290	3020	168228305	168229763
chr21	25646387	25647303	26629	25645427	25649740
chr19	6273663	6274162	20351	6273222	6275109
chr12	26274714	26275213	9543	26270820	26280219
chr17	64922886	64923385	18499	64920344	64924018
chr4	5045094	5045593	30809	5043564	5047092
chr5	76721144	76721643	33133	76720806	76721321
chr17	31052071	31052570	17676	31051132	31053893
chr8	16912782	16913281	39445	16911802	16916468
chr21	29079136	29079635	26652	29077954	29081299
chr12	132766710	132767209	11368	132765175	132774730
chr21	24422907	24423406	26621	24422560	24423151
chr16	19073295	19073794	15625	19071199	19075202
chr16	10868426	10868925	15483	10865845	10872438
chr7	7251672	7252171	37508	7250962	7252494
chr10	103197065	103197564	6421	103196530	103198377
chr17	2083570	2084069	16994	2081689	2089401
chr8	141120773	141121272	40924	141114677	141123143
chr12	107778543	107779486	10768	107776857	107784560
chr16	2687148	2687647	15373	2686799	2688565
chr16	10297295	10297794	15464	10295118	10300316
chr7	106871777	106872276	38620	106868723	106873144
chr12	100138203	100138702	10632	100136835	100140627
chr22	17436435	17436934	27223	17435334	17438746
chr21	24424699	24425198	26622	24423533	24425666
chr9	79568322	79568821	41581	79567555	79569386
chr9	219879	220378	41037	220097	225744
chr15	44726574	44727073	14067	44725980	44728333
chr1	167627555	167628054	2974	167626840	167629596
chr11	59216568	59217067	7509	59215654	59218581
chr1	204513202	204513701	3491	204511294	204515757
chr6	14108855	14109354	34981	14107455	14110790
chrX	150547618	150548117	43941	150547140	150548386
chr19	54208062	54208561	21833	54204901	54211676
chr1	18907444	18907943	457	18907181	18908872
chrX	120302429	120302928	43790	120301688	120304827
chr17	64985722	64986221	18509	64983663	64987576
chr1	180156150	180156649	3179	180156360	180157016
chr1	30912931	30913430	899	30912244	30914150
chr7	129606733	129607232	38873	129606270	129608196
chr10	44974838	44975337	5309	44972576	44975480
chr10	72260650	72261149	5729	72252751	72262284
chrX	129979982	129980481	43823	129979762	129981669
chrX	65595330	65595829	43453	65595609	65599270
chr3	122678422	122678921	29496	122678059	122679152
chr1	161530658	161531157	2893	161529514	161533522
chr5	43010167	43010666	32766	43006929	43011296
chr10	17805428	17806362	4890	17805997	17806168
chr16	50709202	50709701	16054	50708481	50709680
chr11	73385020	73385519	8127	73378001	73389511
chr19	6062132	6062631	20340	6059530	6063649
chr17	34246383	34246882	17733	34239933	34250331
chr1	235878303	235878802	4216	235876000	235881378
chr4	6267510	6268009	30811	6266251	6269215
chr1	12184263	12184762	248	12169412	12190359
chr9	93129206	93129705	41792	93110811	93130710
chr22	41697025	41697524	27829	41696571	41697704
chr11	3614539	3615038	6918	3614362	3614653
chr16	30902018	30902517	15920	30901229	30905232
chr5	17224876	17225375	32546	17223864	17225802
chr5	151016676	151017175	34114	151015890	151017527
chr2	57892759	57893258	22741	57892355	57893563
chr5	170300568	170301067	34307	170299344	170304665
chr11	6606886	6607385	6958	6605486	6607821
chr14	99733782	99734281	13645	99730117	99738927
chr21	46472272	46472771	27183	46468478	46475620
chr22	28811667	28812166	27398	28807679	28815740
chr19	54375170	54375669	21858	54368662	54383078
chr17	74982153	74982652	18739	74981663	74982966
chr16	68005762	68006261	16304	68004720	68007115
chr20	56465961	56466460	26397	56462454	56467887
chr17	34251980	34252479	17734	34251759	34254954
chr18	62331656	62332155	19807	62330157	62333209
chr2	119355745	119356244	23763	119354747	119357405
chr20	57618897	57619396	26423	57618463	57621239
chr2	16656752	16657251	22090	16649491	16661998
chr11	268027	268526	6802	266815	271461
chr6	75608934	75609433	36025	75606886	75611888
chr4	112643240	112643739	31846	112642754	112644227
chr12	102484356	102484855	10662	102483694	102487956
chr11	2933300	2933799	6904	2932939	2933487
chr11	2933300	2933799	6905	2933720	2933950
chr20	63873447	63873946	26525	63872145	63874808
chr1	40860637	40861136	1178	40860365	40860692
chr16	72202375	72202874	16408	72199791	72206515
chr9	92534717	92535216	41762	92534008	92536243
chr1	16500459	16501451	386	16498563	16501234
chr7	130930648	130931147	38903	130930086	130931056
chr10	67764213	67764712	5570	67762245	67765148
chr11	35141516	35142015	7274	35140363	35142129
chr21	29196277	29196776	26665	29194978	29197552
chr5	170303094	170303593	34307	170299344	170304665
chr1	183593322	183593821	3241	183590634	183594915
chr1	12161724	12162223	246	12160224	12165034
chr11	121448551	121449050	8730	121445280	121450534
chr8	60911603	60912102	40129	60907406	60919387
chr12	110079674	110080173	10858	110078958	110080916
chr7	132655342	132655841	38931	132654857	132656775
chr2	225026145	225026644	24906	225024568	225029776
chr2	119263624	119264123	23759	119262929	119265361
chr22	44664979	44665478	27920	44663316	44667448
chr22	29597289	29597788	27430	29596406	29598013
chr16	23952379	23952878	15721	23949505	23953062
chr8	49171912	49172411	40010	49167861	49172672
chr5	135392158	135392657	33747	135389590	135397637
chr11	125070684	125071183	8849	125067758	125076178
chr20	60058135	60058634	26473	60057906	60059439
chr20	32062757	32063256	25797	32061214	32066231
chr17	2058443	2058942	16992	2058417	2061170
chr1	167714155	167714654	2994	167713185	167716633
chr13	112583546	112584045	12311	112580943	112585098
chr17	39958881	39959380	17875	39958864	39959599
chr15	64089509	64090008	14434	64088065	64092552
chr6	90285485	90285984	36094	90284129	90286638
chrX	84487634	84488133	43586	84487582	84488288
chr19	44753214	44753713	21420	44752723	44756059
chr7	29985361	29985860	37768	29984537	29986656
chr20	32040224	32040723	25792	32037720	32042667
chr16	73068804	73069303	16435	73067528	73072050
chr20	63641693	63642192	26510	63641267	63642568
chr6	158654464	158654963	37014	158652636	158656368
chr14	54881706	54882205	12772	54880958	54882562
chr20	34709497	34709996	25865	34708813	34710349
chr1	67312601	67313100	1616	67312261	67312624
chr1	67312601	67313100	1617	67312869	67313241
chr14	105060610	105061109	13782	105058727	105063136
chr1	58895453	58895952	1492	58894062	58900909
chr1	153783536	153784035	2580	153782914	153784237
chr14	39231611	39232110	12655	39231478	39231729
chr14	39231611	39232110	12656	39231940	39234740
chrX	30643245	30643744	43148	30642098	30644305
chr21	44927406	44927905	27138	44921610	44927526
chrX	132017211	132017710	43848	132017090	132018117
chr17	80212963	80213462	19023	80212547	80214560
chr22	37242371	37242870	27628	37241170	37243399
chr13	97387113	97387612	12115	97382719	97391073
chr22	50541030	50541529	28068	50535850	50545366
chr15	34333901	34334400	13885	34333332	34334269
chr16	12801662	12802161	15560	12801895	12802446
chr3	194141520	194142019	30561	194140762	194142356
chr5	1517755	1518254	32443	1515615	1519010
chr5	81759633	81760132	33219	81756188	81765270
chr4	8191229	8191728	30867	8188637	8194574
chr12	9124839	9125338	9260	9117682	9126170
chr11	4493172	4493671	6941	4492832	4493387
chr21	42188183	42188682	27002	42185956	42190458
chr19	43475154	43475653	21387	43474480	43476041
chr18	77114462	77114961	19941	77111124	77117188
chr16	11743514	11744013	15518	11743642	11744756
chr14	54502374	54502873	12755	54502170	54503958
chr3	131386581	131387080	29718	131382813	131389059
chr1	178086802	178087301	3133	178085874	178088137
chr1	17431557	17432056	422	17429889	17434925
chr18	70285240	70285739	19877	70282692	70287068
chr1	18110966	18111465	445	18111443	18112546
chr8	60916359	60916858	40129	60907406	60919387
chr2	88871289	88871788	23306	88868431	88872631
chr18	69959200	69959699	19861	69957439	69960204
chr3	52253170	52253669	28944	52251861	52254903
chr17	4747896	4748395	17104	4744693	4749668
chr15	81311730	81312229	14919	81309700	81316492
chr2	237603551	237604050	25118	237603453	237604611
chr1	161554964	161555463	2899	161553784	161555335
chr2	118940389	118940888	23749	118940263	118940568
chr2	118940389	118940888	23750	118940777	118941586
chr9	113155798	113156297	42087	113155333	113157138
chrX	45767122	45767621	43308	45752359	45772679
chr1	37477170	37477669	1071	37475577	37479242
chr10	86355429	86355928	5955	86353564	86358170
chr11	73143394	73143893	8103	73143378	73145112
chr1	159829162	159829661	2794	159828015	159829337
chr17	82707628	82708127	19136	82706712	82709227
chrX	118718573	118719072	43747	118715080	118726655
chr6	126337270	126337769	36396	126337010	126337898
chr10	104325412	104325911	6451	104321767	104330745
chr1	120844529	120845028	2294	120341858	149175684
chr1	120844529	120845028	2361	120845185	120844211
chr12	53371127	53371626	10032	53370255	53373130
chr15	32861709	32862208	13871	32860728	32862611
chr1	226181981	226182480	3951	226182269	226182936
chr16	84597395	84597894	16643	84593796	84612343
chrX	3814836	3815335	42852	3814242	3816709
chr1	201882477	201882976	3427	201882393	201883190
chr4	177440984	177441483	32294	177440989	177441107
chr8	21011776	21012765	39546	21010126	21014668
chr12	40208703	40209202	9744	40207834	40211292
chr5	36657630	36658129	32636	36649691	36667477
chr1	112390742	112391241	2021	112389405	112393626
chr1	116377792	116378291	2101	116377964	116378639
chr13	26186359	26186858	11438	26184972	26187993
chr17	29561871	29562370	17604	29559012	29563687
chr17	59370815	59371314	18332	59368597	59376387
chr1	42838433	42838932	1250	42833370	42842247
chr1	108556367	108556866	1868	108554514	108559064
chr16	15954692	15955191	15584	15954606	15955132
chr7	141785871	141786370	39063	141785693	141786246
chr14	61329340	61329839	12861	61328281	61331050
chr1	222732429	222732928	3863	222727133	222742561
chr16	87856186	87856685	16740	87852861	87858266
chr17	77445371	77446353	18905	77444458	77446345
chr1	9179827	9180326	162	9178634	9181027
chr17	20122451	20122950	17485	20119878	20124454
chr8	43103268	43103767	39964	43099763	43106291
chr15	40104735	40105234	13943	40102634	40106733
chr9	33082794	33083293	41278	33080971	33084310
chr3	19931206	19931705	28350	19930560	19932762
chr16	11994671	11995170	15531	11992479	11997905
chrX	9340890	9341389	42879	9340347	9343096
chr22	28813734	28814233	27398	28807679	28815740
chr8	137934604	137935103	40882	137931359	137941977
chr1	156508476	156508975	2725	156501997	156509898
chr18	57581197	57581696	19751	57580671	57581883
chr2	142868124	142868623	24033	142868245	142869056
chr4	11471524	11472023	30925	11470216	11473473
chr16	19118879	19119378	15633	19119288	19120501
chr10	127926453	127926952	6729	127916339	127929043
chr2	70142341	70142840	23085	70140475	70143928
chr2	231190725	231191224	25019	231189502	231191913
chr16	87948085	87948584	16748	87947037	87949782
chr9	90796017	90796516	41727	90794265	90798185
chr17	82241469	82241968	19097	82233541	82244023
chr3	30604037	30604993	28448	30602524	30604604
chr14	20427649	20428148	12403	20427202	20432429
chr7	116511654	116512153	38761	116511983	116512374
chr17	32152089	32152588	17714	32150676	32153700
chrX	12970550	12971049	42940	12966278	12970630
chr1	111733305	111733804	2015	111732852	111734969
chr6	71287086	71287585	35980	71287420	71287623
chr6	16236527	16237026	35042	16236831	16236940
chr8	74050967	74051466	40207	74050769	74054486
chrX	48021351	48021850	43346	48020667	48022098
chr19	18169541	18170509	20936	18168018	18173330
chr17	78916123	78916622	18992	78908541	78922876
chr7	36717307	36717806	37864	36716603	36720154
chr13	51801689	51802188	11897	51799815	51803133
chr17	39209702	39210201	17855	39208062	39210801
chr1	174990296	174990795	3115	174989657	174991146
chr11	130146795	130147294	8953	130145104	130147941
chr17	39573675	39574174	17866	39573586	39574429
chr2	191675728	191676227	24474	191674714	191676827
chr21	39317482	39317981	26944	39316658	39318550
chr7	30427642	30428141	37812	30423170	30438654
chrX	30589121	30589620	43140	30587730	30599405
chr1	2548627	2549126	69	2545525	2549619
chr1	111470976	111471475	1987	111469593	111473657
chr20	1537599	1538098	25250	1535219	1539900
chr16	57637332	57637831	16193	57633127	57644169
chr8	33561248	33561747	39794	33560262	33564729
chr3	71443931	71444430	29183	71442668	71446128
chr3	9779896	9780395	28146	9778457	9782704
chr1	52629246	52629745	1423	52628937	52629820
chr12	121128874	121129373	11104	121127258	121130729
chr7	12584876	12585375	37546	12583419	12586283
chr1	50977777	50978276	1388	50976089	50979275
chr1	150979414	150979913	2485	150977953	150980067
chr15	78072533	78073032	14842	78050010	78074721
chr17	59329519	59330018	18326	59329341	59330612
chrX	135512693	135513192	43879	135512468	135513587
chrX	49191121	49191620	43380	49191427	49192007
chr12	128820773	128821272	11317	128819571	128821912
chr18	50268346	50268845	19693	50268789	50268792
chr14	81519367	81519866	13348	81515343	81522500
chr1	175188827	175189326	3118	175188551	175188998
chr5	180828796	180829295	34551	180828181	180829974
chr6	21589189	21589688	35113	21588571	21589386
chr3	146542067	146542566	29883	146540457	146542420
chr3	4868308	4868807	28099	4866874	4869816
chr9	35114038	35114537	41327	35113731	35114270
chr22	29208880	29209379	27403	29207827	29209995
chr7	101121759	101122622	38538	101121255	101126637
chr17	64938812	64939311	18502	64938662	64939779
chr10	86711049	86711548	5964	86710638	86712876
chr1	165601569	165602068	2942	165597931	165602233
chr5	61625624	61626123	32987	61625321	61627265
chr1	27001825	27002324	744	27000931	27003018
chr3	4474745	4475244	28082	4474402	4474920
chr3	4474745	4475244	28083	4475134	4475596
chr9	36041457	36041956	41357	36040198	36042906
